x,y,z,qw,qx,qy,qz
6.123233995736766e-17,6.123233995736766e-17,0.7,1.0,-1.2246467991473533e-17,6.123233995736766e-18,7.498798913309289e-35
-0.003141587485879529,-0.003141571982779441,0.7000059217431589,0.9999997532543906,0.0006283155418146884,-0.00031415624619730436,4.073170889262849e-06
-0.00628314396555872,-0.006283019941676073,0.7000236867388552,0.999999012951571,0.0012566131502410114,-0.0006282943778361227,1.6292614152940867e-05
-0.009424638433144025,-0.009424219857704107,0.7000532942857572,0.9999977788935684,0.0018848748920470165,-0.0009423962824157972,3.6658121579696994e-05
-0.012566039883352653,-0.012565047721668785,0.70009474321501,0.9999960507504378,0.002513082834313153,-0.0012564438515508369,6.516934615938922e-05
-0.015707317311820523,-0.015705379539063997,0.7001480318902805,0.9999938280602725,0.003141219044589331,-0.0015704189830282322,0.00010182580209414504
-0.01884843971540805,-0.018845091334967146,0.7002131582078233,0.9999911102292232,0.0037692655910519604,-0.0018843035828639313,0.00014662686481508179
-0.02198937609250523,-0.021984059158932576,0.7002901195965625,0.9999878965315198,0.004397204542661403,-0.0021980795673584045,0.00019957177100366855
-0.025130095443337407,-0.025122159089884705,0.7003789130181948,0.9999841861095,0.005025017969320245,-0.002511728865151232,0.0002606596186179458
-0.028270566770273207,-0.028259267241012218,0.7004795349673075,0.9999799779736402,0.005652687942032834,-0.0028252334192746566,0.00032988936692293234
-0.031410759078128056,-0.03139525976465645,0.7005919814715185,0.9999752710025951,0.0062801965330648865,-0.0031385751892052303,0.0004072598365263138
-0.03455064137447228,-0.034530012857202905,0.7007162480916325,0.9999700639432384,0.006907525816105126,-0.0034517361529142407,0.0004927697094185233
-0.037690182669934576,-0.037663402763966396,0.7008523299218159,0.9999643554107118,0.0075346578664272105,-0.003764698308915803,0.0005864175290178592
-0.040829351978509835,-0.04079530578407862,0.701000221589791,0.9999581438884777,0.008161574761053928,-0.0040774436783132945,0.0006882017002197497
-0.04396811831786477,-0.04392559827537146,0.7011599172570483,0.9999514277283763,0.008788258578922434,-0.004389954306843265,0.0007981204894505855
-0.047106450709642776,-0.047054156659257274,0.701331410619076,0.9999442051506878,0.009414691401050999,-0.0047022122669167716,0.0009161720247276606
-0.05024431817976947,-0.050180857425607364,0.7015146949056099,0.9999364742442016,0.010040855310707673,-0.005014199659658072,0.0010423542957214346
