0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001
0.009497,0.174341,-0.109966,-0.041893,0.146743,0.044754,0.044754,0.044754,0.044754
0.020064,0.174341,-0.109966,-0.041893,0.146743,0.094534,0.094534,0.094534,0.094534
0.029549,0.172383,-0.108666,-0.040724,0.144971,0.139194,0.139194,0.139194,0.139194
0.040103,0.170005,-0.106997,-0.039394,0.142851,0.188857,0.188857,0.188857,0.188857
0.049608,0.169040,-0.105164,-0.038600,0.142340,0.233538,0.233538,0.233538,0.233538
0.060123,0.168588,-0.103264,-0.037083,0.141666,0.282903,0.282903,0.282903,0.282903
0.069623,0.168513,-0.102746,-0.036248,0.141945,0.327439,0.327439,0.327439,0.327439
0.080174,0.170218,-0.100155,-0.033700,0.145994,0.376812,0.376812,0.376812,0.376812
0.089697,0.170063,-0.097521,-0.030756,0.147359,0.421288,0.421288,0.421288,0.421288
0.100226,0.171295,-0.095592,-0.029267,0.148299,0.470354,0.470354,0.470354,0.470354
0.109751,0.172075,-0.095029,-0.028914,0.148762,0.514631,0.514631,0.514631,0.514631
0.119258,0.173783,-0.091915,-0.026124,0.150532,0.558708,0.558708,0.558708,0.558708
0.129813,0.174203,-0.091796,-0.025917,0.150973,0.607500,0.607500,0.607500,0.607500
0.139275,0.177807,-0.085268,-0.020273,0.154879,0.651095,0.651095,0.651095,0.651095
0.149826,0.179330,-0.082348,-0.017930,0.156763,0.699539,0.699539,0.699539,0.699539
0.159253,0.180894,-0.079251,-0.015492,0.158740,0.742658,0.742658,0.742658,0.742658
0.169810,0.183064,-0.075644,-0.012415,0.161131,0.790755,0.790755,0.790755,0.790755
0.179276,0.185300,-0.072058,-0.009046,0.163667,0.833695,0.833695,0.833695,0.833695
0.189820,0.191251,-0.067465,-0.004667,0.169687,0.881311,0.881311,0.881311,0.881311
0.199283,0.195032,-0.062787,0.000140,0.173037,0.923836,0.923836,0.923836,0.923836
0.209801,0.198231,-0.058728,0.004253,0.176230,0.970865,0.970865,0.970865,0.970865
0.219277,0.200671,-0.054796,0.007745,0.179077,1.013006,1.013006,1.013006,1.013006
0.229826,0.203068,-0.050691,0.011106,0.181994,1.059657,1.059657,1.059657,1.059657
0.239278,0.206104,-0.045940,0.015153,0.185494,1.101209,1.101209,1.101209,1.101209
0.249783,0.208704,-0.041708,0.018743,0.188556,1.147105,1.147105,1.147105,1.147105
0.259274,0.211935,-0.036732,0.023147,0.192235,1.188302,1.188302,1.188302,1.188302
0.269824,0.214495,-0.032371,0.026916,0.195349,1.233786,1.233786,1.233786,1.233786
0.279289,0.217446,-0.027669,0.031009,0.198738,1.274307,1.274307,1.274307,1.274307
0.289802,0.220733,-0.022712,0.035547,0.202362,1.318978,1.318978,1.318978,1.318978
0.299288,0.223838,-0.018015,0.039915,0.205853,1.358983,1.358983,1.358983,1.358983
0.309844,0.227884,-0.012340,0.045350,0.210256,1.403140,1.403140,1.403140,1.403140
0.319327,0.231833,-0.006888,0.050680,0.214355,1.442482,1.442482,1.442482,1.442482
0.329879,0.234941,-0.002249,0.055008,0.217964,1.485880,1.485880,1.485880,1.485880
0.339331,0.237914,0.002570,0.059041,0.221442,1.524409,1.524409,1.524409,1.524409
0.349881,0.240873,0.007189,0.063287,0.225099,1.567019,1.567019,1.567019,1.567019
0.359330,0.243882,0.011609,0.067415,0.228806,1.604816,1.604816,1.604816,1.604816
0.369868,0.246890,0.015805,0.071336,0.232664,1.646548,1.646548,1.646548,1.646548
0.379288,0.250721,0.020774,0.075992,0.237255,1.683472,1.683472,1.683472,1.683472
0.389837,0.253404,0.024378,0.079149,0.240950,1.724387,1.724387,1.724387,1.724387
0.399350,0.257114,0.028501,0.082962,0.245150,1.760877,1.760877,1.760877,1.760877
0.409897,0.260582,0.032335,0.086623,0.249107,1.800874,1.800874,1.800874,1.800874
0.419389,0.264046,0.036358,0.090425,0.252993,1.836447,1.836447,1.836447,1.836447
0.429941,0.267813,0.040517,0.094400,0.256985,1.875512,1.875512,1.875512,1.875512
0.439433,0.270262,0.043546,0.097087,0.260186,1.910213,1.910213,1.910213,1.910213
0.449982,0.272547,0.046672,0.099637,0.263283,1.948280,1.948280,1.948280,1.948280
