0.000003,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.005064,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.010061,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.015062,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.020066,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.025063,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.030067,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.035065,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.040044,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.045066,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.050073,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.055071,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.060065,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.065066,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.070071,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.075064,-0.001534,-0.006136,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.080059,-0.001534,-0.006136,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.085061,-0.001534,-0.006136,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.090059,-0.001534,-0.006136,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.095066,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.100062,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.105067,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.110059,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
0.115066,-0.001534,-0.004602,-0.009204,0.000000,0.000000,0.000000,0.000000,0.000000
