timestep,esc_msg_time_ms,esc_receive_time_ms,force_msg_time_ms,force_receive_time_ms,force_x,force_y,force_z,force_norm,torque_x,torque_y,torque_z,power_current,rotor0_target_thrust,rotor0_rpm,rotor0_esc_current,rotor0_esc_voltage,rotor0_temperature,rotor0_crc_error
0.250130,1782129026268.934814,1782129026270.424316,1782129026269.847900,1782129026270.434082,-0.015000,0.075000,0.000000,0.076485,-0.002000,-0.002400,-0.008000,0.100000,5.000000,5685,120.120000,24.430000,39,99
0.260144,1782129026277.934814,1782129026280.455322,1782129026279.845947,1782129026280.465332,0.015000,0.090000,0.030000,0.096047,-0.006000,0.000400,-0.008800,0.100000,5.000000,5685,120.120000,24.430000,39,17
0.270078,1782129026277.934814,1782129026280.455322,1782129026289.905273,1782129026290.456299,0.075000,0.060000,-0.030000,0.100623,-0.006800,0.005600,-0.008400,0.100000,5.000000,5685,120.120000,24.430000,39,17
0.280115,1782129026288.934814,1782129026300.390137,1782129026299.846924,1782129026300.397461,0.075000,-0.030000,0.030000,0.086168,0.000800,0.006000,-0.006000,0.100000,5.000000,5685,119.920000,24.660000,38,19
0.290101,1782129026300.934814,1782129026310.434326,1782129026309.847900,1782129026310.441406,0.045000,-0.045000,0.000000,0.063640,0.004400,0.003600,-0.015200,0.100000,5.000000,5685,119.920000,24.660000,38,36
0.300150,1782129026312.934814,1782129026320.425537,1782129026309.847900,1782129026310.441406,0.045000,-0.045000,0.000000,0.063640,0.004400,0.003600,-0.015200,0.100000,5.000000,5685,119.920000,24.660000,38,117
0.310061,1782129026320.934814,1782129026330.484375,1782129026329.846924,1782129026330.492676,0.045000,0.165000,0.030000,0.173638,-0.013600,0.002000,-0.002400,1.800000,5.000000,5685,119.920000,24.660000,38,56
0.320080,1782129026332.934814,1782129026340.372559,1782129026339.847656,1782129026340.381836,0.015000,0.240000,0.000000,0.240468,-0.019600,-0.000800,0.000400,1.800000,5.000000,6214,120.240000,24.770000,38,64
0.330089,1782129026344.934814,1782129026350.392090,1782129026349.843262,1782129026350.401367,0.000000,0.270000,0.000000,0.270000,-0.021200,-0.003600,-0.001200,1.800000,5.000000,6257,119.640000,24.630000,38,0
0.340120,1782129026352.934814,1782129026360.400879,1782129026359.844238,1782129026360.413330,-0.045000,0.300000,0.000000,0.303356,-0.020400,-0.005600,-0.006000,1.800000,5.000000,6257,119.640000,24.630000,38,241
0.350018,1782129026364.934814,1782129026370.445557,1782129026369.844238,1782129026370.455078,0.015000,0.255000,-0.030000,0.257196,-0.020800,-0.004400,-0.005200,1.800000,5.000000,6271,119.000000,24.340000,38,0
0.360092,1782129026377.934814,1782129026380.328857,1782129026379.845215,1782129026380.336182,0.015000,0.330000,0.030000,0.331700,-0.024000,-0.000400,-0.000800,1.800000,5.000000,6271,119.000000,24.340000,38,159
0.370101,1782129026388.934814,1782129026390.429199,1782129026389.844238,1782129026390.418945,0.060000,0.315000,0.000000,0.320663,-0.024800,0.003200,-0.003600,1.800000,5.000000,6257,119.120000,24.670000,38,223
0.380091,1782129026388.934814,1782129026390.429199,1782129026399.843018,1782129026400.425293,0.045000,0.315000,0.000000,0.318198,-0.021200,0.004000,-0.004800,1.800000,5.000000,6257,119.120000,24.670000,38,223
0.390078,1782129026400.934814,1782129026410.511719,1782129026399.843018,1782129026400.425293,0.045000,0.315000,0.000000,0.318198,-0.021200,0.004000,-0.004800,1.800000,5.000000,6257,119.120000,24.670000,38,250
0.400090,1782129026408.934814,1782129026420.402832,1782129026419.844727,1782129026420.411133,0.015000,-0.360000,0.000000,0.360312,0.023600,0.003200,-0.002800,1.800000,5.000000,6271,119.640000,24.760000,38,175
0.410012,1782129026420.934814,1782129026430.421631,1782129026429.845215,1782129026430.427734,-0.030000,-0.390000,0.030000,0.392301,0.027200,0.002400,-0.003600,1.800000,5.000000,6271,119.640000,24.760000,38,207
0.420015,1782129026432.934814,1782129026440.324463,1782129026439.843018,1782129026440.332520,-0.030000,-0.420000,0.060000,0.425323,0.027200,0.002000,-0.000400,1.800000,5.000000,6271,119.640000,24.760000,38,236
0.430090,1782129026440.934814,1782129026450.325928,1782129026449.842773,1782129026450.333496,-0.015000,-0.420000,0.060000,0.424529,0.027200,0.001600,0.000000,1.800000,5.000000,6271,119.640000,24.760000,38,203
