timestep,esc_msg_time_ms,esc_receive_time_ms,force_msg_time_ms,force_receive_time_ms,force_x,force_y,force_z,force_norm,torque_x,torque_y,torque_z,power_current,rotor0_target_thrust,rotor0_rpm,rotor0_esc_current,rotor0_esc_voltage,rotor0_temperature,rotor0_crc_error
0.450130,1782129731611.305664,1782129731621.231934,1782129731620.656006,1782129731621.241943,0.030000,0.405000,-1.950000,1.991840,-0.044800,0.015200,-0.032400,1.300000,5.000000,5057,120.080000,24.670000,37,184
0.460175,1782129731624.305908,1782129731631.216309,1782129731630.654785,1782129731631.225586,-0.060000,-0.525000,-1.860000,1.933604,0.046400,0.018400,-0.032000,1.300000,5.000000,5057,120.080000,24.670000,37,133
0.470112,1782129731631.305664,1782129731641.278564,1782129731640.654785,1782129731641.288574,-0.150000,-0.855000,-1.980000,2.161926,0.096000,-0.001600,-0.030400,1.300000,5.000000,5057,120.080000,24.670000,37,116
0.480132,1782129731644.305908,1782129731651.196045,1782129731650.654053,1782129731651.203857,-0.075000,-0.315000,-1.890000,1.917537,0.040800,-0.020400,-0.031600,1.300000,5.000000,5057,120.080000,24.670000,37,150
0.490128,1782129731655.305664,1782129731661.226318,1782129731660.655273,1782129731661.233887,-0.015000,0.615000,-2.040000,2.130739,-0.052400,-0.016400,-0.030800,1.300000,5.000000,5057,120.080000,24.670000,37,123
0.500136,1782129731667.305664,1782129731671.225586,1782129731670.653564,1782129731671.235352,0.000000,0.825000,-1.800000,1.980057,-0.092000,-0.002400,-0.034000,1.300000,5.000000,5057,120.080000,24.670000,37,131
0.510120,1782129731675.305664,1782129731681.223389,1782129731670.653564,1782129731671.235352,0.000000,0.825000,-1.800000,1.980057,-0.092000,-0.002400,-0.034000,1.300000,5.000000,5057,120.080000,24.670000,37,38
0.520112,1782129731687.305664,1782129731691.217773,1782129731690.657227,1782129731691.227539,0.030000,-0.285000,-1.920000,1.941269,0.037200,-0.012800,-0.030400,1.300000,5.000000,5057,120.080000,24.670000,37,221
0.530058,1782129731699.305664,1782129731701.195801,1782129731700.626465,1782129731701.203857,-0.045000,0.630000,-2.010000,2.106899,-0.055600,-0.022000,-0.033200,1.300000,5.000000,5057,120.080000,24.670000,37,104
0.540136,1782129731707.305664,1782129731711.146484,1782129731710.654053,1782129731711.138672,0.000000,0.930000,-1.830000,2.052754,-0.094000,0.002400,-0.031600,1.300000,5.000000,5057,120.080000,24.670000,37,167
0.550162,1782129731707.305664,1782129731711.146484,1782129731720.652832,1782129731721.234375,0.015000,0.330000,-1.950000,1.977783,-0.030800,0.015200,-0.031600,1.300000,5.000000,5057,120.080000,24.670000,37,167
0.560130,1782129731719.305664,1782129731731.247559,1782129731730.654785,1782129731731.257080,0.000000,-0.600000,-1.770000,1.868930,0.050400,0.023600,-0.031200,1.300000,5.000000,5057,120.080000,24.670000,37,133
0.570116,1782129731731.305664,1782129731741.226807,1782129731740.653564,1782129731741.236328,-0.075000,-0.870000,-2.130000,2.302048,0.092000,0.002400,-0.030800,1.300000,5.000000,5471,120.240000,24.650000,37,0
0.580118,1782129731744.305908,1782129731751.200928,1782129731750.656250,1782129731751.209229,-0.105000,-0.285000,-1.800000,1.825445,0.041600,-0.016400,-0.028800,1.300000,5.000000,5471,120.240000,24.650000,37,244
0.590058,1782129731755.305664,1782129731761.216553,1782129731760.653076,1782129731761.226074,-0.015000,0.600000,-2.130000,2.212945,-0.043200,-0.026000,-0.028800,1.300000,5.000000,5471,120.240000,24.650000,37,68
0.600113,1782129731764.305908,1782129731771.139404,1782129731760.653076,1782129731761.226074,-0.015000,0.600000,-2.130000,2.212945,-0.043200,-0.026000,-0.028800,1.300000,5.000000,5471,120.240000,24.650000,37,224
0.610146,1782129731775.305664,1782129731781.197754,1782129731780.656738,1782129731781.213379,0.000000,-0.975000,-2.070000,2.288127,0.094400,0.011200,-0.034800,2.300000,5.000000,5471,120.240000,24.650000,37,65
0.620146,1782129731787.305664,1782129731791.243652,1782129731790.656494,1782129731791.253418,0.045000,-0.555000,-1.980000,2.056806,0.055200,-0.003200,-0.034400,2.300000,5.000000,5471,120.240000,24.650000,37,87
0.630056,1782129731795.305664,1782129731801.243652,1782129731800.654541,1782129731801.252441,-0.045000,0.345000,-2.100000,2.128626,-0.028000,-0.021600,-0.034400,2.300000,5.000000,5471,120.240000,24.650000,37,202
0.640059,1782129731807.305664,1782129731811.137207,1782129731810.656006,1782129731811.146484,-0.060000,0.990000,-1.890000,2.134432,-0.096400,-0.012000,-0.033200,2.300000,5.000000,168214,7.060000,1.230000,2,63
0.650136,1782129731815.305664,1782129731821.143555,1782129731820.653809,1782129731821.151367,-0.015000,0.630000,-1.860000,1.963855,-0.068800,0.012800,-0.032400,2.300000,5.000000,168214,7.060000,1.230000,2,3
0.660103,1782129731827.305664,1782129731831.241699,1782129731830.653564,1782129731831.231689,0.045000,-0.315000,-1.920000,1.946189,0.018000,0.026800,-0.034000,2.300000,5.000000,168214,7.060000,1.230000,2,63
0.670118,1782129731827.305664,1782129731831.241699,1782129731840.652832,1782129731841.186035,-0.105000,-0.945000,-1.860000,2.088935,0.090800,0.012800,-0.034000,2.300000,5.000000,168214,7.060000,1.230000,2,63
0.680063,1782129731839.305664,1782129731851.214600,1782129731850.656982,1782129731851.223877,-0.060000,-0.765000,-2.130000,2.264006,0.077200,-0.010400,-0.033200,2.300000,5.000000,168214,7.060000,1.230000,2,79
0.690128,1782129731851.305664,1782129731861.146240,1782129731850.656982,1782129731851.223877,-0.060000,-0.765000,-2.130000,2.264006,0.077200,-0.010400,-0.033200,2.300000,5.000000,168214,7.060000,1.230000,2,213
0.700063,1782129731864.305908,1782129731871.223389,1782129731870.653320,1782129731871.232910,-0.060000,0.105000,-1.980000,1.983690,-0.016400,0.020800,-0.030800,2.300000,5.000000,168214,7.060000,1.230000,2,182
0.710188,1782129731875.305664,1782129731881.145996,1782129731880.654053,1782129731881.159668,-0.120000,-0.810000,-1.860000,2.032265,0.078800,0.010800,-0.030400,2.300000,5.000000,168214,7.060000,1.230000,2,203
0.720057,1782129731887.305664,1782129731891.291748,1782129731890.711914,1782129731891.301514,-0.045000,-1.005000,-2.190000,2.410010,0.101200,-0.002400,-0.030000,2.300000,5.000000,168214,7.060000,1.230000,2,173
0.730059,1782129731895.305664,1782129731901.140869,1782129731900.659668,1782129731901.149170,0.015000,-0.240000,-1.950000,1.964771,0.024400,-0.009600,-0.031200,2.300000,5.000000,168214,7.060000,1.230000,2,3
0.740053,1782129731907.305664,1782129731911.152344,1782129731900.659668,1782129731901.149170,0.015000,-0.240000,-1.950000,1.964771,0.024400,-0.009600,-0.031200,2.300000,5.000000,168214,7.060000,1.230000,2,132
0.750051,1782129731915.305664,1782129731921.139160,1782129731920.743652,1782129731921.133301,-0.015000,0.900000,-1.500000,1.749350,-0.098000,-0.000400,0.116400,2.300000,5.000000,168214,7.060000,1.230000,2,80
0.760051,1782129731927.305664,1782129731931.101807,1782129731930.871826,1782129731931.104492,-0.030000,0.315000,-1.410000,1.445069,-0.030000,0.018400,0.094400,2.300000,5.000000,168214,7.060000,1.230000,2,196
0.770116,1782129731939.305664,1782129731941.102783,1782129731940.746582,1782129731941.105225,-0.015000,-0.090000,-1.050000,1.053957,0.022400,-0.000800,0.079200,2.300000,5.000000,168214,7.060000,1.230000,2,90
0.780129,1782129731939.305664,1782129731941.102783,1782129731940.746582,1782129731941.105225,-0.015000,-0.090000,-1.050000,1.053957,0.022400,-0.000800,0.079200,2.300000,5.000000,168214,7.060000,1.230000,2,90
0.790114,1782129731951.305664,1782129731961.187744,1782129731960.760986,1782129731961.191650,-0.030000,-0.300000,-0.780000,0.836242,0.024000,-0.010400,0.042000,2.300000,5.000000,168214,7.060000,1.230000,2,197
0.800120,1782129731964.305908,1782129731971.167725,1782129731970.780273,1782129731971.170898,-0.030000,-0.360000,-0.630000,0.726223,0.031200,0.009200,0.036400,2.300000,5.000000,168214,7.060000,1.230000,2,116
0.810050,1782129731971.305664,1782129731981.175537,1782129731980.760498,1782129731981.183594,0.000000,-0.285000,-0.630000,0.691466,0.022800,-0.004000,0.029200,2.300000,5.000000,168214,7.060000,1.230000,2,169
0.820050,1782129731984.305908,1782129731991.109619,1782129731990.759766,1782129731991.113037,-0.060000,-0.195000,-0.510000,0.549295,0.015200,0.006000,0.025200,2.300000,5.000000,168214,7.060000,1.230000,2,69
0.830049,1782129731995.305664,1782129732001.104248,1782129732000.756348,1782129732001.107666,0.045000,-0.045000,-0.510000,0.513955,0.001600,0.003200,0.023200,2.300000,5.000000,168214,7.060000,1.230000,2,108
0.840049,1782129732004.305908,1782129732011.097412,1782129732010.797119,1782129732011.100098,-0.030000,-0.060000,-0.390000,0.395727,0.004400,0.000400,0.016800,2.300000,5.000000,168214,7.060000,1.230000,2,112
0.850048,1782129732015.305664,1782129732021.098145,1782129732020.846436,1782129732021.100830,-0.060000,0.120000,-0.420000,0.440908,-0.012400,-0.006000,0.017600,2.300000,5.000000,168214,7.060000,1.230000,2,95
0.860048,1782129732027.305664,1782129732031.093018,1782129732030.777588,1782129732031.094971,-0.030000,0.060000,-0.570000,0.573934,-0.002800,-0.000400,0.015600,2.300000,5.000000,168214,7.060000,1.230000,2,202
0.870048,1782129732035.305664,1782129732041.095703,1782129732030.777588,1782129732031.094971,-0.030000,0.060000,-0.570000,0.573934,-0.002800,-0.000400,0.015600,2.300000,5.000000,168214,7.060000,1.230000,2,14
0.880048,1782129732047.305664,1782129732051.095947,1782129732050.759521,1782129732051.098877,-0.105000,0.135000,-0.210000,0.270832,-0.009600,0.000000,0.004800,2.300000,5.000000,168214,7.060000,1.230000,2,76
0.890120,1782129732047.305664,1782129732051.095947,1782129732060.823486,1782129732061.092529,-0.015000,0.150000,-0.240000,0.283417,-0.016400,-0.004400,0.005600,2.300000,5.000000,168214,7.060000,1.230000,2,76
0.900134,1782129732059.305664,1782129732071.171387,1782129732070.840332,1782129732071.174561,0.000000,0.015000,-0.270000,0.270416,-0.001200,0.001600,0.004000,2.300000,5.000000,168214,7.060000,1.230000,2,213
0.910049,1782129732071.305664,1782129732081.188477,1782129732080.746826,1782129732081.195557,-0.060000,0.000000,-0.180000,0.189737,-0.003200,0.001600,-0.003200,2.300000,5.000000,168214,7.060000,1.230000,2,122
0.920049,1782129732084.305908,1782129732091.101318,1782129732090.807617,1782129732091.104492,0.015000,-0.045000,-0.300000,0.303727,0.002400,-0.000800,-0.001200,2.300000,5.000000,168214,7.060000,1.230000,2,4
0.930048,1782129732091.305664,1782129732101.097656,1782129732100.761963,1782129732101.100098,-0.045000,-0.075000,-0.270000,0.283813,0.007200,0.002800,-0.000800,2.300000,5.000000,168214,7.060000,1.230000,2,58
0.940050,1782129732104.305908,1782129732111.094971,1782129732110.829346,1782129732111.097412,-0.045000,-0.060000,-0.240000,0.251446,0.000000,-0.001200,-0.004000,2.300000,5.000000,168214,7.060000,1.230000,2,40
0.950049,1782129732115.305664,1782129732121.105957,1782129732110.829346,1782129732111.097412,-0.045000,-0.060000,-0.240000,0.251446,0.000000,-0.001200,-0.004000,2.300000,5.000000,168214,7.060000,1.230000,2,203
0.960049,1782129732124.305908,1782129732131.099365,1782129732130.760986,1782129732131.102051,0.000000,-0.030000,-0.240000,0.241868,-0.001200,-0.001600,-0.001600,2.300000,5.000000,168214,7.060000,1.230000,2,61
0.970049,1782129732135.305664,1782129732141.100098,1782129732140.843750,1782129732141.103027,0.015000,-0.045000,-0.300000,0.303727,0.009600,-0.000800,-0.003600,2.300000,5.000000,2400,121.010000,24.760000,37,190
0.980049,1782129732147.305664,1782129732151.099609,1782129732150.746338,1782129732151.102051,-0.090000,0.000000,-0.270000,0.284605,0.000000,0.000400,-0.002400,2.300000,5.000000,702157,316.820000,0.980000,34,84
0.990050,1782129732159.305664,1782129732161.097656,1782129732160.763672,1782129732161.099854,-0.045000,0.045000,-0.210000,0.219431,-0.007200,-0.001600,-0.006400,2.300000,5.000000,702157,316.820000,0.980000,34,128
1.000119,1782129732167.305664,1782129732171.152832,1782129732170.760254,1782129732171.149658,-0.015000,0.015000,-0.210000,0.211069,0.000800,0.001600,-0.002400,2.300000,5.000000,702157,316.820000,0.980000,34,215
1.010051,1782129732167.305664,1782129732171.152832,1782129732180.763672,1782129732181.200928,-0.075000,0.105000,-0.240000,0.272489,-0.008400,0.002000,-0.006400,-0.800000,5.000132,702157,316.820000,0.980000,34,215
1.020050,1782129732184.305908,1782129732191.116699,1782129732190.761963,1782129732191.120605,0.000000,0.105000,-0.300000,0.317844,-0.006800,-0.001600,-0.004000,-0.800000,5.000524,702157,316.820000,0.980000,34,231
1.030048,1782129732191.305664,1782129732201.102783,1782129732200.766357,1782129732201.105225,-0.045000,0.090000,-0.210000,0.232863,0.000000,0.002800,-0.006000,-0.800000,5.001173,702157,316.820000,0.980000,34,190
1.040117,1782129732204.305908,1782129732211.096680,1782129732210.751221,1782129732211.099121,-0.030000,0.150000,-0.240000,0.284605,-0.012000,0.001600,-0.004400,-0.800000,5.002079,702157,316.820000,0.980000,34,202
1.050049,1782129732211.305664,1782129732221.170410,1782129732210.751221,1782129732211.099121,-0.030000,0.150000,-0.240000,0.284605,-0.012000,0.001600,-0.004400,-0.800000,5.003215,702157,316.820000,0.980000,34,100
1.060104,1782129732224.305908,1782129732231.101807,1782129732230.756836,1782129732231.104980,0.000000,0.000000,-0.270000,0.270000,-0.004400,0.001200,-0.005600,-0.800000,5.004601,702157,316.820000,0.980000,34,20
1.070106,1782129732235.305664,1782129732241.158203,1782129732240.755615,1782129732241.161377,0.015000,0.015000,-0.270000,0.270832,0.004000,0.000000,-0.004400,-0.800000,5.006202,702157,316.820000,0.980000,34,237
1.080107,1782129732244.305908,1782129732251.158691,1782129732250.750977,1782129732251.161621,-0.075000,-0.045000,-0.300000,0.312490,0.006000,0.001600,-0.007600,-0.800000,5.008013,702157,316.820000,0.980000,34,131
1.090049,1782129732255.305664,1782129732261.162109,1782129732260.750000,1782129732261.165039,0.000000,-0.045000,-0.300000,0.303356,-0.002800,-0.002000,-0.006400,-0.800000,5.010007,702157,316.820000,0.980000,34,161
1.100115,1782129732267.305664,1782129732271.099854,1782129732270.745850,1782129732271.103516,0.030000,-0.045000,-0.270000,0.275363,0.008800,0.000400,-0.006800,-0.800000,5.012206,702157,316.820000,0.980000,34,16
1.110110,1782129732267.305664,1782129732271.099854,1782129732280.759033,1782129732281.173096,-0.075000,-0.030000,-0.210000,0.225000,0.003200,0.003600,-0.005200,-0.800000,5.014551,702157,316.820000,0.980000,34,16
1.120049,1782129732279.305664,1782129732291.162598,1782129732290.759766,1782129732291.165283,-0.015000,-0.075000,-0.210000,0.223495,0.000400,-0.003600,-0.005600,-0.800000,5.017024,702157,316.820000,0.980000,34,223
1.130127,1782129732291.305664,1782129732301.102295,1782129732300.746338,1782129732301.104980,-0.045000,-0.060000,-0.240000,0.251446,0.010400,-0.000800,-0.006400,-0.800000,5.019654,702157,316.820000,0.980000,34,41
1.140118,1782129732299.305664,1782129732311.197021,1782129732300.746338,1782129732301.104980,-0.045000,-0.060000,-0.240000,0.251446,0.010400,-0.000800,-0.006400,-0.800000,5.022364,702157,316.820000,0.980000,34,249
1.150100,1782129732311.305664,1782129732321.171387,1782129732320.762939,1782129732321.176758,-0.105000,0.000000,-0.300000,0.317844,0.006000,-0.000400,-0.006400,-0.800000,5.025149,702157,316.820000,0.980000,34,236
1.160119,1782129732319.305664,1782129732331.154297,1782129732330.747803,1782129732331.157959,-0.090000,0.045000,-0.210000,0.232863,-0.005200,0.001600,-0.006000,-0.800000,5.028000,702157,316.820000,0.980000,34,165
1.170104,1782129732331.305664,1782129732341.210693,1782129732340.754639,1782129732341.213867,0.030000,0.030000,-0.240000,0.243721,-0.004400,-0.000400,-0.003600,-0.800000,5.030873,702157,316.820000,0.980000,34,16
1.180118,1782129732344.305908,1782129732351.157715,1782129732350.747803,1782129732351.160889,-0.060000,-0.030000,-0.240000,0.249199,0.002400,0.001200,-0.005600,-0.800000,5.033762,702157,316.820000,0.980000,34,34
1.190106,1782129732355.305664,1782129732361.170654,1782129732360.747559,1782129732361.173828,-0.075000,0.090000,-0.270000,0.294321,-0.007600,-0.002000,-0.004800,-0.800000,5.036627,702157,316.820000,0.980000,34,224
1.200105,1782129732367.305664,1782129732371.159668,1782129732370.746582,1782129732371.162842,0.000000,0.045000,-0.300000,0.303356,0.000000,-0.001200,-0.006000,-0.800000,5.039453,702157,316.820000,0.980000,34,240
1.210050,1782129732375.305664,1782129732381.158691,1782129732380.750244,1782129732381.168213,-0.030000,-0.030000,-0.240000,0.243721,0.002400,0.003600,-0.004400,0.400000,5.042198,702157,316.820000,0.980000,34,24
1.220103,1782129732387.305664,1782129732391.102783,1782129732390.755127,1782129732391.105957,-0.030000,0.015000,-0.240000,0.242332,-0.006800,-0.002000,-0.005600,0.400000,5.044880,702157,316.820000,0.980000,34,235
1.230146,1782129732399.305664,1782129732401.157959,1782129732390.755127,1782129732391.105957,-0.030000,0.015000,-0.240000,0.242332,-0.006800,-0.002000,-0.005600,0.400000,5.047443,702157,316.820000,0.980000,34,92
1.240107,1782129732407.305664,1782129732411.198242,1782129732410.756592,1782129732411.201416,0.000000,0.015000,-0.240000,0.240468,-0.005200,0.000000,-0.008000,0.400000,5.049845,702157,316.820000,0.980000,34,78
1.250108,1782129732407.305664,1782129732411.198242,1782129732420.751709,1782129732421.162842,-0.030000,-0.030000,-0.270000,0.273313,0.007200,-0.001200,-0.019200,0.400000,5.052092,702157,316.820000,0.980000,34,78
1.260103,1782129732419.305664,1782129732431.161621,1782129732430.747559,1782129732431.165039,-0.075000,-0.015000,-0.240000,0.251893,0.000000,0.000400,-0.017200,0.400000,5.054150,702157,316.820000,0.980000,34,145
1.270049,1782129732431.305664,1782129732441.157227,1782129732440.745850,1782129732441.160400,0.000000,-0.030000,-0.270000,0.271662,-0.004000,-0.002400,-0.016000,0.400000,5.055991,702157,316.820000,0.980000,34,40
